,index,StartTime,TotalTimeSeconds,DistanceMeters,MaximumSpeed,Calories,AverageSpeed,parsed,zoned,hour,Miles,Minutes,Trip_hours,average_mph,maximum_mph,leg_flag,month,day,weekday
131,240,2013-06-03 14:48:29,1651.77,14642.51,12.1,612.0,8.86,2013-06-03 14:48:29+00:00,2013-06-03 07:48:29-07:00,7,9.098456510122162,27.5295,0.458825,19.82990575954266,27.066996408465585,morning_suburb,6,3,0
132,229,2013-06-04 14:48:47,1574.17,14656.97,14.68,603.0,9.31,2013-06-04 14:48:47+00:00,2013-06-04 07:48:47-07:00,7,9.107441559894118,26.23616666666667,0.4372694444444445,20.827985297406777,32.838306386468986,morning_suburb,6,4,1
133,168,2013-06-07 14:04:14,219.57,1835.97,11.89,96.0,8.36,2013-06-07 14:04:14+00:00,2013-06-07 07:04:14-07:00,7,1.1408217033069459,3.6595,0.060991666666666666,18.704550402627888,26.59723861955833,morning_suburb,6,7,4
134,169,2013-06-07 14:59:08,1597.57,14490.12,12.24,590.0,9.07,2013-06-07 14:59:08+00:00,2013-06-07 07:59:08-07:00,7,9.003765518784098,26.626166666666666,0.44376944444444444,20.28928677154851,27.380168267737087,morning_suburb,6,7,4
135,201,2013-06-10 14:49:09,1509.13,14640.74,14.23,577.0,9.7,2013-06-10 14:49:09+00:00,2013-06-10 07:49:09-07:00,7,9.097356680378292,25.15216666666667,0.4192027777777778,21.701565835522352,31.831682553096304,morning_suburb,6,10,0
136,289,2013-06-11 14:46:03,1552.42,14647.77,13.38,604.0,9.44,2013-06-11 14:46:03+00:00,2013-06-11 07:46:03-07:00,7,9.10172493071694,25.87366666666667,0.4312277777777778,21.106536730125214,29.930281978947892,morning_suburb,6,11,1
137,65,2013-06-17 14:46:35,1622.12,14613.26,13.35,582.0,9.01,2013-06-17 14:46:35+00:00,2013-06-17 07:46:35-07:00,7,9.080281357575156,27.03533333333333,0.4505888888888888,20.152031222887683,29.863173723389714,morning_suburb,6,17,0
138,180,2013-06-18 14:47:55,1645.76,14660.03,11.61,599.0,8.91,2013-06-18 14:47:55+00:00,2013-06-18 07:47:55-07:00,7,9.109342960468267,27.429333333333332,0.45715555555555554,19.926134222295936,25.970894901015324,morning_suburb,6,18,1
139,307,2013-07-08 14:49:58,1688.06,14634.68,11.02,583.0,8.67,2013-07-08 14:49:58+00:00,2013-07-08 07:49:58-07:00,7,9.093591161594194,28.134333333333334,0.4689055555555556,19.39322546694969,24.651099208371136,morning_suburb,7,8,0
140,281,2013-07-09 14:48:16,1602.34,14654.48,12.89,592.0,9.15,2013-07-09 14:48:16+00:00,2013-07-09 07:48:16-07:00,7,9.10589434177986,26.705666666666666,0.4450944444444444,20.458341943911716,28.834180471497636,morning_suburb,7,9,1
141,190,2013-07-15 14:48:59,1707.05,14625.32,12.78,594.0,8.57,2013-07-15 14:48:59+00:00,2013-07-15 07:48:59-07:00,7,9.087775112779152,28.450833333333332,0.47418055555555555,19.165220940221403,28.58811686778431,morning_suburb,7,15,0
142,199,2013-07-16 14:48:39,1625.45,14598.04,11.91,619.0,8.98,2013-07-16 14:48:39+00:00,2013-07-16 07:48:39-07:00,7,9.070824064523347,27.090833333333332,0.4515138888888889,20.08980075196656,26.641977456597115,morning_suburb,7,16,1
143,316,2013-07-17 14:46:18,1594.59,14642.04,12.97,637.0,9.18,2013-07-17 14:46:18+00:00,2013-07-17 07:46:18-07:00,7,9.098164464935937,26.5765,0.4429416666666667,20.54032200990184,29.013135819652778,morning_suburb,7,17,2
144,45,2013-07-19 14:47:10,1603.29,14660.21,16.23,623.0,9.14,2013-07-19 14:47:10+00:00,2013-07-19 07:47:10-07:00,7,9.109454807560864,26.7215,0.4453583333333333,20.454214338777835,36.30556625697491,morning_suburb,7,19,4
145,390,2013-07-22 14:46:45,1713.36,14645.76,13.38,595.0,8.55,2013-07-22 14:46:45+00:00,2013-07-22 07:46:45-07:00,7,9.100475971516275,28.555999999999997,0.47593333333333326,19.121325055714266,29.930281978947892,morning_suburb,7,22,0
146,26,2013-07-25 14:46:46,1573.2,14654.57,14.02,597.0,9.32,2013-07-25 14:46:46+00:00,2013-07-25 07:46:46-07:00,7,9.10595026532616,26.220000000000002,0.43700000000000006,20.8374147947967,31.361924764189048,morning_suburb,7,25,3
147,365,2013-07-26 14:51:34,1583.62,14649.39,15.48,596.0,9.25,2013-07-26 14:51:34+00:00,2013-07-26 07:51:34-07:00,7,9.102731554550312,26.393666666666665,0.4398944444444444,20.692990487857646,34.62785986802043,morning_suburb,7,26,4
148,41,2013-07-29 14:46:45,1592.75,14646.67,13.49,609.0,9.2,2013-07-29 14:46:45+00:00,2013-07-29 07:46:45-07:00,7,9.101041420706625,26.545833333333334,0.44243055555555555,20.570553517214787,30.176345582661217,morning_suburb,7,29,0
149,407,2013-07-30 14:49:53,1631.71,14666.77,14.66,607.0,8.99,2013-07-30 14:49:53+00:00,2013-07-30 07:49:53-07:00,7,9.113531012713286,27.19516666666667,0.45325277777777784,20.106950160119034,32.7935675494302,morning_suburb,7,30,1
150,13,2013-07-31 14:48:51,1670.17,14726.91,13.44,597.0,8.82,2013-07-31 14:48:51+00:00,2013-07-31 07:48:51-07:00,7,9.150900369095407,27.836166666666667,0.4639361111111111,19.72448393202097,30.064498490064253,morning_suburb,7,31,2
151,177,2013-08-27 14:51:40,1676.17,14640.43,13.29,604.0,8.73,2013-08-27 14:51:40+00:00,2013-08-27 07:51:40-07:00,7,9.09716405482993,27.93616666666667,0.4656027777777778,19.538466025157202,29.728957212273357,morning_suburb,8,27,1
152,124,2013-08-28 14:46:42,1728.55,14648.3,13.15,579.0,8.47,2013-08-28 14:46:42+00:00,2013-08-28 07:46:42-07:00,7,9.102054258267364,28.809166666666666,0.48015277777777776,18.95657940456597,29.415785353001855,morning_suburb,8,28,2
153,183,2013-08-30 14:50:41,1646.67,14648.56,13.89,600.0,8.9,2013-08-30 14:50:41+00:00,2013-08-30 07:50:41-07:00,7,9.102215815178893,27.4445,0.45740833333333336,19.89954085192784,31.07112232343694,morning_suburb,8,30,4
154,92,2013-09-03 14:47:56,1641.17,14639.4,14.57,590.0,8.92,2013-09-03 14:47:56+00:00,2013-09-03 07:47:56-07:00,7,9.09652404091118,27.352833333333333,0.45588055555555557,19.953744308804236,32.59224278275567,morning_suburb,9,3,1
155,171,2013-09-06 14:50:47,1633.86,14637.45,13.15,602.0,8.96,2013-09-06 14:50:47+00:00,2013-09-06 07:50:47-07:00,7,9.095312364074715,27.230999999999998,0.45385,20.04034893483467,29.415785353001855,morning_suburb,9,6,4
156,185,2013-09-09 14:47:44,1603.79,14652.74,14.43,604.0,9.14,2013-09-09 14:47:44+00:00,2013-09-09 07:47:44-07:00,7,9.104813153218089,26.729833333333332,0.4454972222222222,20.437418459764135,32.27907092348416,morning_suburb,9,9,0
157,273,2013-09-10 14:46:56,1631.4,14629.76,13.48,620.0,8.97,2013-09-10 14:46:56+00:00,2013-09-10 07:46:56-07:00,7,9.090534007729877,27.19,0.45316666666666666,20.060023555122935,30.153976164141824,morning_suburb,9,10,1
158,235,2013-09-11 14:48:07,1628.68,14654.58,12.81,623.0,9.0,2013-09-11 14:48:07+00:00,2013-09-11 07:48:07-07:00,7,9.105956479053525,27.14466666666667,0.45241111111111115,20.127614586409045,28.65522512334249,morning_suburb,9,11,2
159,104,2013-09-13 14:47:54,1638.79,14661.19,19.79,605.0,8.95,2013-09-13 14:47:54+00:00,2013-09-13 07:47:54-07:00,7,9.11006375284278,27.313166666666667,0.45521944444444445,20.012466216070397,44.269079249878835,morning_suburb,9,13,4
160,397,2013-09-16 14:51:20,1630.07,14625.77,12.94,620.0,8.97,2013-09-16 14:51:20+00:00,2013-09-16 07:51:20-07:00,7,9.088054730510645,27.16783333333333,0.4527972222222222,20.070915377768024,28.9460275640946,morning_suburb,9,16,0
161,98,2013-09-18 14:56:26,1642.8,14754.96,11.49,647.0,8.98,2013-09-18 14:56:26+00:00,2013-09-18 07:56:26-07:00,7,9.168329874358433,27.38,0.4563333333333333,20.09129994380957,25.702461878782607,morning_suburb,9,18,2
162,96,2013-09-20 14:46:54,1585.98,14647.51,17.45,631.0,9.24,2013-09-20 14:46:54+00:00,2013-09-20 07:46:54-07:00,7,9.101563373805412,26.433,0.44055,20.659546870515065,39.03463531634086,morning_suburb,9,20,4
163,154,2013-09-23 14:49:34,1660.32,14636.23,14.39,615.0,8.82,2013-09-23 14:49:34+00:00,2013-09-23 07:49:34-07:00,7,9.094554289336001,27.672,0.4612,19.719328467771035,32.18959324940659,morning_suburb,9,23,0
